Date,Open,High,Low,Close,Adj Close,Volume
2018-03-16,639442.437500,646794.500000,579850.312500,643302.625000,643302.625000,1757502
2018-03-17,665646.000000,665646.000000,586488.312500,586488.312500,586488.312500,709650
2018-03-18,586279.875000,586279.875000,555735.937500,560912.562500,560912.562500,215951
2018-03-19,569004.375000,684361.875000,561152.000000,585201.000000,585201.000000,814014
2018-03-20,585729.375000,679022.562500,574069.000000,579386.312500,579386.312500,705113
2018-03-21,608253.125000,655208.250000,605803.875000,619916.250000,619916.250000,2951421
2018-03-22,615355.375000,636148.500000,558271.250000,632886.187500,632886.187500,1417032
2018-03-23,642291.312500,652223.687500,543474.062500,652223.687500,652223.687500,1304447
2018-03-24,653019.562500,653019.562500,576745.375000,653019.562500,653019.562500,566886
2018-03-25,543107.937500,629627.437500,543107.937500,593477.625000,593477.625000,698523
2018-03-25,614398.000000,654336.125000,470051.000000,627955.875000,627955.875000,1044918
2018-03-26,651213.500000,655235.812500,534910.000000,547463.250000,547463.250000,4735556
2018-03-27,538911.875000,610983.812500,538911.875000,599522.000000,599522.000000,2176864
2018-03-28,624095.312500,624095.312500,511765.750000,511765.750000,511765.750000,1679615
2018-03-29,479951.093750,528129.000000,440269.250000,448665.125000,448665.125000,2413818
2018-03-30,452783.656250,550742.875000,438833.031250,550742.875000,550742.875000,959944
2018-03-31,564206.187500,564206.187500,463834.812500,534996.125000,534996.125000,838338
2018-04-01,544496.625000,564777.750000,377954.375000,377954.375000,377954.375000,3363794
2018-04-02,367856.375000,548066.375000,367856.375000,489500.187500,489500.187500,1962895
2018-04-03,492790.937500,531939.312500,462565.593750,462565.593750,462565.593750,1276218
2018-04-04,457159.968750,495938.750000,365999.875000,443917.062500,443917.062500,4630054
2018-04-05,423713.031250,477065.843750,376618.125000,477065.843750,477065.843750,4440051
2018-04-06,477865.843750,477865.843750,364235.281250,437769.125000,437769.125000,3060881
2018-04-07,428486.062500,521720.468750,310796.000000,521720.468750,521720.468750,579631
2018-04-08,505360.906250,549116.625000,403698.531250,416178.718750,416178.718750,1812458
2018-04-09,403686.000000,462787.406250,400871.062500,410283.937500,410283.937500,167724
2018-04-10,402566.218750,483532.312500,402189.312500,460044.250000,460044.250000,806457
2018-04-11,467127.187500,473183.375000,421638.562500,442201.187500,442201.187500,2475884
2018-04-12,471457.781250,578330.875000,469835.000000,545782.500000,545782.500000,3003986
2018-04-13,543733.250000,560745.250000,475991.750000,538651.937500,538651.937500,2479953
2018-04-14,530193.187500,541179.125000,483593.593750,539859.375000,539859.375000,1209824
